"country,Pop1800,Pop1801,Pop1802",,,
"Afghanistan,3280000,3280000,3280000",,,
"Albania,400000,402000,404000",,,
"Algeria,2500000,2510000,2520000",,,
"Andorra,2650,2650,2650",,,
"Angola,1570000,1570000,1570000",,,
"Antigua and Barbuda,37000,37000,37000",,,
"Argentina,534000,520000,506000",,,
"Armenia,413000,413000,413000",,,
"Australia,200000,205000,211000",,,
"Austria,3000000,3020000,3040000",,,
"Azerbaijan,880000,880000,880000",,,
"Bahamas,27400,27400,27400",,,
"Bahrain,64500,64500,64500",,,
"Bangladesh,19200000,19200000,19300000",,,
"Barbados,81700,81700,81700",,,
"Belarus,2360000,2360000,2360000",,,
"Belgium,3250000,3260000,3270000",,,
"Belize,25500,25500,25500",,,
"Benin,637000,637000,637000",,,
"Bhutan,392000,392000,392000",,,
"Bolivia,887000,897000,906000",,,
"Bosnia and Herzegovina,852000,852000,852000",,,
"Botswana,121000,121000,120000",,,
"Brazil,2500000,2570000,2650000",,,
"Brunei,2260,2260,2260",,,
"Bulgaria,2250000,2250000,2240000",,,
"Burkina Faso,1670000,1670000,1670000",,,
"Burundi,899000,899000,899000",,,
"Cambodia,2090000,2090000,2090000",,,
"Cameroon,1860000,1860000,1860000",,,
"Canada,500000,512000,525000",,,
"Cape Verde,55700,55700,55700",,,
"Central African Republic,479000,479000,479000",,,
"Chad,1430000,1440000,1440000",,,
"Chile,771000,771000,771000",,,
"China,330000000,332000000,333000000",,,
"Colombia,1210000,1210000,1210000",,,
"Comoros,56300,56300,56300",,,
"Congo, Dem. Rep.,5160000,5160000,5160000",,,
"Congo, Rep.,314000,314000,314000",,,
"Costa Rica,53000,53500,53900",,,
"Cote d'Ivoire,1090000,1090000,1090000",,,
"Croatia,1230000,1230000,1230000",,,
"Cuba,272000,293000,316000",,,
"Cyprus,184000,184000,184000",,,
"Czech Republic,5520000,5520000,5520000",,,
"Denmark,1000000,1010000,1010000",,,
"Djibouti,22800,22800,22800",,,
